but_cluthers
Id;Title;Description;CreatedAt;source;Sentiment;Categories
2344;Je ne comprends plus rien de leurs façon de travailler j ai commandé cuisinière à gaz depuis déjà 5 jours jusqu'à maintenant je n ai pas de suite ni d Appelle pour ma livraison j ai appelé plusieurs f;Je ne comprends plus rien de leurs façon de travailler j ai commandé cuisinière à gaz depuis déjà 5 jours jusqu'à maintenant je n ai pas de suite ni d Appelle pour ma livraison j ai appelé plusieurs fois personne me donne une réponse normal;2025-04-08 20:57:00;BUT cabries;3.51;Service et SAV, Expérience e-commerce
2345;Magasin impec mais bémol pour allez au dépôt chercher les produits car mal indiqué lorsque l'on sort du parking de But monter jusqu'au RP et tout de suite à droite puis tout droit et à gauche;Magasin impec mais bémol pour allez au dépôt chercher les produits car mal indiqué lorsque l'on sort du parking de But monter jusqu'au RP et tout de suite à droite puis tout droit et à gauche;2025-04-08 20:55:00;BUT cabries;5.72;
2346;"Je n'ai pas l'habitude de laisser de mauvais commentaires mais vu la qualité déplorable du SAV qui refuse catégoriquement de respecter la garantie légale de conformité je suis contraint de le faire.
E";"Je n'ai pas l'habitude de laisser de mauvais commentaires mais vu la qualité déplorable du SAV qui refuse catégoriquement de respecter la garantie légale de conformité je suis contraint de le faire.
En effet j'ai acheté un meuble neuf dans ce magasin.
Le meuble qu'ils m'ont fourni était reconditionné avec des pièces manquantes (impossible de le monter), la pièce principale qui a des défauts de fabrication et une notice incomplète.
Je suis donc allé au SAV qui m'ont indiqué que je devais faire un dossier en ligne, chose que j'ai fait en décrivant les problèmes avec des photos. Ils n'ont pourtant proposé aucune solutions malgré mes relances pour insister.
Je me suis retrouvé dans l'obligation de racheter un meuble identique pour pouvoir l'avoir pour louer une chambre et je me retrouve donc avec un meuble incomplet et endommagé avec lequel je ne peux strictement rien faire. De plus j'ai perdu une semaine de location de chambre à cause de ces problèmes (montant plus élevé que la valeur du meuble).
Malgré mes nombreux achats je n'avais encore jamais rencontré de tels problèmes, même avec des achats en ligne.
Je déconseille donc fortement ce magasin qui n'hésite pas à vendre des meubles défectueux et pour lequel on peut considérer que le SAV est inexistant.
C'est dommage car sinon les vendeurs et caissières sont aimables, mais le SAV gâche tout.";2025-04-09 09:39:00;BUT cabries;1.68;Expérience e-commerce, Service et SAV, Expérience en magasin, Montage et installation, Qualité produit
2347;Well located store easy to navigate…;"Well located store easy to navigate staff very helpful. Good range products in store.
Recliner chair purchased, works well and comfortable";2025-04-09 15:53:49;TrustPilot But;8.73;Qualité produit, Expérience en magasin
2348;Le canapé, super confortable, à 100 %;Le canapé que j’ai commandé chez butte, super bien installé très confortable, je recommande à tous les clients et en plus de ça le personnel de chez butte, ils sont vraiment formidables et de très bons conseils;2025-04-09 20:26:14;TrustPilot But;9.46;
2349;C'était mieux avant;Le service client BUT est de plus en plus déplorable. Il fut une époque où il était correct, je connaissais le niveau d'exigence j'y travaillais. Toutefois depuis certains temps c'est de pire en pire, plus incompétent les uns que les autres à devoirs leurs où aller pour qu'il me donne la réponse ! C'est inadmissible !! Une étoile c'est trop leur donner. Où sont passé les formateurs ? Où est passé la base de connaissances ? Que des incompétent. Bien heureuse de ne plus faire partie d'un navire entrain de sombrer. Ne jamais commander sur internet pour en avoir vu les dessous, nous avons nous en tant que client que très rarement raison.;2025-04-10 11:08:35;TrustPilot But;3.04;
2350;TRES CONTENTE DU MAGASIN ET DE L EMPLOYÉ ALAIN AU RAYON ELECTROMENAGER TRES BONS CONSEILS DONNÉS  UN EMPLOYÉ AU TOP TRES PROFESSIONNEL;TRES CONTENTE DU MAGASIN ET DE L EMPLOYÉ ALAIN AU RAYON ELECTROMENAGER TRES BONS CONSEILS DONNÉS  UN EMPLOYÉ AU TOP TRES PROFESSIONNEL;2025-04-10 13:45:00;BUT cabries;8.34;
2351;Nous sommes très satisfait de notre…;Nous sommes très satisfait de notre achat un canapé Curtis’s au magasin But Biganos     Le personnel du magasin à été très professionnel la date de livraison a été respecté les livreurs ont respecté l horaire et le montage du canapé tout c est très bien passé;2025-04-10 15:37:25;TrustPilot But;8.91;
2352;Fuyez;"Fuyez ! Si le produit arrive convenablement, j'imagine que tout se passe bien, mais en cas d'avarie comme pour mon cas, bon courage pour obtenir de l'aide du service clients.
Je suis vaccinée";2025-04-10 20:06:31;TrustPilot But;4.85;
2353;A fuir, menteurs!;"Je mets une étoile car je ne peux mettre moins mais ça mérite moins que zéro !
Publicité mensongère !!!😡
A fuir!
J'ai acheté un aspirateur qui ouvrait droit a un bon d'achat de 80€.
Inscription validée, mail de validation reçu puis silence radio, je n'ai jamais reçu le bon d'achat.
Quand je l'ai réclamé on m'a répondu que l'offre étant terminée, qu'ils ne pouvaient réediter un bon d'achat et que de toute façon j'avais déjà eu le bon d'achat.
Faux!
J'ai demandé une preuve de l'envoi de ce bon d'achat= réponse automatisée ""opération périmée"".
Quand j'ai demandé une médiation BUT a refusé de rentrer en médiation.
Je ne vais pas aller en justice pour 80€ mais je trouve ça abusé.
But vous avez des méthodes peu cavalières, aucune communication possible avec vous, dommage vous perdez une cliente";2025-04-10 19:52:14;TrustPilot But;1.75;
2354;Magasin à éviter;"Suite à une panne sur notre plaque vitrocéramique Brand achetée il y à 2 mois, nous apportons la plaque au magasin But de Vendenheim.
Nous demandons à voir le responsable, une dame vient au comptoir, nous expliquons notre problème, et elle nous dit d’apporter la plaque au SAV à coté, ils vont vous remettre une fiche et vous revenez au magasin.
Au guichet nous expliquons le problème à une personne visiblement de mauvaise humeur qui nous dit, je ne prends rien. Vous téléphonez au technicien, je pose la question à quoi ça sert son guichet SAV, ce qu’il n’a pas du tout apprécié.
Nous retournons au magasin ou la responsable nous a évité. Une responsable de rayon se présente devant nous, nous expliquons encore notre problème et elle dit qu’on a droit à un prêt de plaque, venez avec moi.
Retour au SAV, la personne avec qui nous avions discuté avant, se cache à l’arrière. Son collègue nous avance : nous ne prêtons pas de plaque à une personne qui n’est pas sympa !!
De retour à la maison, mon épouse téléphone au technicien, nous demandons à qui on à faire, il répond Jérémy de Aix en Provence, une personne va passer dans dix jours.
Dix jours sans moyen de cuisiner !!!
But  Vendenheim, magasin à éviter, sav inexistant, un personnel hostile et incompétent.";2025-04-11 08:04:20;TrustPilot But;1;Expérience en magasin, Service et SAV, 👥 Customer Service
2355;Je suis vraiment contente de but le…;Je suis vraiment contente de but le magasin et le produit;2025-04-11 13:15:58;TrustPilot But;8.54;Expérience en magasin, Qualité produit
2356;Délais de disponibilité respecté avec…;Délais de disponibilité respecté avec même une journee d avance.  Reception a l heure et personnel accueillant.;2025-04-11 21:41:34;TrustPilot But;8.57;Expérience en magasin, 👥 Customer Service
2357;Personnel très accueillant et a…;Personnel très accueillant et a l'écoute seul le prix de la livraison et abuser 30 km aller retour du magasin 125euros en plus impossible de louer un véhicule ci vous n'avez pas la carte du magasin il faudrait revoir vos conditions sinon rien à dire tout c'est bien passé;2025-04-12 11:08:48;TrustPilot But;7.5;👥 Customer Service, Expérience en magasin, Service et SAV, 🧠 Brand Relationship, 💸 Additional charges
2358;Service client inexistant !!!;"Le canapé est magnifique et très confortable mais je suis très déçu par le service client !!!
Quel belle surprise j’ai eu en découvrant la doublure sous le canapé déchiré, le tissu de l’angle droit avait également une déchirure sur le côté bas. J’ai contacté le SAV sans aucune réponse ni le moindre dédommagement !!!
Il manquait le pied en métal gauche + 4 pieds de renfort et les visses que j’ai du aller récupérer à 40km de chez moi !
Vraiment honteux d’avoir un tel service quand on achète du neuf, je ne vous recommande pas du tout !!!";2025-04-12 11:08:07;TrustPilot But;3.25;👥 Customer Service, 🧠 Brand Relationship, Service et SAV, Qualité produit
2359;"Magasin pas sérieux,
J’achète un canapé début mars, et tente de le récupéré le 12/04 (location de camion et jour ce congé pris) plus de canapé (alors que réception du SMS)
Service de retrait désagréab";"Magasin pas sérieux,
J’achète un canapé début mars, et tente de le récupéré le 12/04 (location de camion et jour ce congé pris) plus de canapé (alors que réception du SMS)
Service de retrait désagréable en plus de ça.
La vendeuse Léa en revanche a été au top et nous a trouver un compromis !
Étant dans le commerce l’expérience client est vraiment catastrophique.
Si j’avais pu rien mettre 0 cela aurait été fait !";2025-04-12 15:33:00;BUT cabries;3.08;Service et SAV, Expérience en magasin, 👥 Customer Service, ⏳ Waiting Time
2360;Totalement satisfaite !;Je suis totalement satisfaite de mon expérience chez BUT Nantes, le vendeur avec qui j'ai échangé était très agréable et très arrangeant. Merci beaucoup.;2025-04-12 16:52:36;TrustPilot But;9.55;👥 Customer Service, Expérience en magasin
2361;ARNAQUEUR;"Des l’achat de ma table je m’appercois d’une tache sur l’imprimer que je déclare immédiatement en plusieurs mois je n’ai eu aucune réponse à ce sujet.

Après 4 mois l’assise de mon canapé se casse on me dit que pour la garantie il faut que je prenne une photo de l’étiquette SOUS le canapé, je trouve ça très exagéré sachant que j’ai bien fourni une photo de la facture.

Je n’achèterai plus jamais chez BUT";2025-04-13 09:38:53;TrustPilot But;1.06;Service et SAV, Qualité produit, 👥 Customer Service
2362;Adam c est le meilleur !!! Encore merci;Adam c est le meilleur !!! Encore merci;2025-04-13 11:47:00;BUT cabries;9.57;🧠 Brand Relationship, 👥 Customer Service
2363;bon pour le prix qualiteid;bon pour le prix qualiteid;2025-04-13 11:54:36;TrustPilot But;7.3;Qualité produit
2364;Comme plusieurs personnes ayant laissé des avis à ce propos, nous nous retrouvons dans une situation où la direction refuse de respecter la garantie légale de conformité( ce qui est tout à fait illéga;"Comme plusieurs personnes ayant laissé des avis à ce propos, nous nous retrouvons dans une situation où la direction refuse de respecter la garantie légale de conformité( ce qui est tout à fait illégal), alors que notre éléctroménager a été livré avec des pièces en moins.

Directrice adjointe d’une mauvaise foi sans  nom. Évitez d’acheter dans ce magasin pour ne pas avoir à faire affaire avec elle.

Plus jamais !";2025-04-13 12:43:00;BUT cabries;0.74;👥 Customer Service, Service et SAV, Qualité produit
2365;Lampadaire cher et inutilisable après 1 mois;J’ai acheté un lampadaire chez But, payé assez cher, et au bout d’un mois seulement il ne fonctionne plus. J’ai contacté le service client, mais ils refusent de me proposer une solution. Aucune prise en charge, aucune aide. Très déçue par la qualité du produit et surtout par le manque de sérieux du service client. Je ne recommande pas.;2025-04-13 15:42:28;TrustPilot But;1.23;Qualité produit, 👥 Customer Service, Service et SAV
2366;Four livré sans porte refus garantie de conformité;"Four livré sans porte – refus total du SAV d’assumer la garantie par le magasin de Marseille Cabriès. Nous avons acheté un four neuf dans ce magasin (livré début avril 2025). À l’ouverture de l’emballage d’origine, nous avons immédiatement constaté que la porte du four était absente. Malgré photos, preuves, vidéo, appels, déplacements (je suis à quelques semaines d'accoucher), la directrice adjointe du magasin du magasin refuse de reconnaître le défaut de conformité, allant jusqu’à nous accuser, sans preuve, d’avoir démonté la porte nous-mêmes !

Nous avons vu la ""preuve"" évoquée par le magasin : une unique photo floue où l’on ne voit presque rien (four emballé dans un plastique semi opaque!), si ce n’est la grille intérieure du four, confirmant justement l’absence de porte. La responsable du SAV nous a indiqué vouloir “vérifier avec l’usine” ce qui aurait pu se passer... ce qui est illégal : c’est au vendeur de trouver une solution, pas au fabricant.

Nous sommes toujours sans solution à ce jour. Et en lisant les avis, nous constatons que nous ne sommes pas les seuls dans ce cas. Un vrai problème structurel dans le traitement des réclamations, et une mauvaise foi assez incroyable... 

Dommage, car les vendeurs en rayon sont très aimables. Mais la présence de cette adjointe gâche toute l'expérience, nous sommes dépités et stressés par cette situation avec un four au milieu de notre salon dont nous ne pouvons rien faire. FUYEZ CE MAGASIN !";2025-04-13 17:17:45;TrustPilot But;1.68;Service et SAV, Expérience e-commerce, Qualité produit, 👥 Customer Service, Expérience en magasin
